Period,Date_Range,Environment,Time,R_FR
Nov 2003,06-07/11/2003,AFS 2m,14:00,0.89178
Nov 2003,06-07/11/2003,AFS 2m,14:10,0.88587
Nov 2003,06-07/11/2003,AFS 2m,14:20,0.72389
Nov 2003,06-07/11/2003,AFS 2m,14:30,0.71933
Nov 2003,06-07/11/2003,AFS 2m,14:40,0.9078
Nov 2003,06-07/11/2003,AFS 2m,14:50,0.82898
Nov 2003,06-07/11/2003,AFS 2m,15:00,0.58248
Nov 2003,06-07/11/2003,AFS 2m,15:10,0.67123
Nov 2003,06-07/11/2003,AFS 2m,15:20,0.58451
Nov 2003,06-07/11/2003,AFS 2m,15:30,0.80039
Nov 2003,06-07/11/2003,AFS 2m,15:40,0.59664
Nov 2003,06-07/11/2003,AFS 2m,15:50,0.33506
Nov 2003,06-07/11/2003,AFS 2m,16:00,0.76286
Nov 2003,06-07/11/2003,AFS 2m,16:10,0.35735
Nov 2003,06-07/11/2003,AFS 2m,16:20,0.28711
Nov 2003,06-07/11/2003,AFS 2m,16:30,0.47962
Nov 2003,06-07/11/2003,AFS 2m,16:40,0.38941
Nov 2003,06-07/11/2003,AFS 2m,16:50,0.44541
Nov 2003,06-07/11/2003,AFS 2m,17:00,0.46776
Nov 2003,06-07/11/2003,AFS 2m,17:10,0.45228
Nov 2003,06-07/11/2003,AFS 2m,17:20,0.37684
Nov 2003,06-07/11/2003,AFS 2m,17:30,0.3941
Nov 2003,06-07/11/2003,AFS 2m,17:40,0.41881
Nov 2003,06-07/11/2003,AFS 2m,17:50,0.52435
Nov 2003,06-07/11/2003,AFS 2m,18:00,0.78379
Nov 2003,06-07/11/2003,AFS 2m,18:10,0.72056
Nov 2003,06-07/11/2003,AFS 2m,18:20,0.63818
Nov 2003,06-07/11/2003,AFS 2m,18:30,0.72906
Nov 2003,06-07/11/2003,AFS 2m,18:40,0.69857
Nov 2003,06-07/11/2003,AFS 2m,18:50,0.73352
Nov 2003,06-07/11/2003,AFS 2m,19:00,0.58699
Nov 2003,06-07/11/2003,AFS 2m,19:10,0.68824
Nov 2003,06-07/11/2003,AFS 2m,19:20,0.69076
Nov 2003,06-07/11/2003,AFS 2m,5:30,0.46124
Nov 2003,06-07/11/2003,AFS 2m,5:40,0.48419
Nov 2003,06-07/11/2003,AFS 2m,5:50,0.48107
Nov 2003,06-07/11/2003,AFS 2m,6:00,0.52684
Nov 2003,06-07/11/2003,AFS 2m,6:10,0.55603
Nov 2003,06-07/11/2003,AFS 2m,6:20,0.45766
Nov 2003,06-07/11/2003,AFS 2m,6:30,0.45412
Nov 2003,06-07/11/2003,AFS 2m,6:40,0.33635
Nov 2003,06-07/11/2003,AFS 2m,6:50,0.31663
Nov 2003,06-07/11/2003,AFS 2m,7:00,0.29349
Nov 2003,06-07/11/2003,AFS 2m,7:10,0.29264
Nov 2003,06-07/11/2003,AFS 2m,7:20,0.28777
Nov 2003,06-07/11/2003,AFS 2m,7:30,0.28926
Nov 2003,06-07/11/2003,AFS 2m,7:40,0.35741
Nov 2003,06-07/11/2003,AFS 2m,7:50,0.28435
Nov 2003,06-07/11/2003,AFS 2m,8:00,0.61894
Nov 2003,06-07/11/2003,AFS 2m,8:10,0.60046
Nov 2003,06-07/11/2003,AFS 2m,8:20,0.23779
Nov 2003,06-07/11/2003,AFS 2m,8:30,0.22262
Nov 2003,06-07/11/2003,AFS 2m,8:40,0.26229
Nov 2003,06-07/11/2003,AFS 2m,8:50,0.22994
Nov 2003,06-07/11/2003,AFS 2m,9:00,0.19301
Nov 2003,06-07/11/2003,AFS 2m,9:10,0.1986
Nov 2003,06-07/11/2003,AFS 2m,9:20,0.18869
Nov 2003,06-07/11/2003,AFS 2m,9:30,0.17597
Nov 2003,06-07/11/2003,AFS 2m,9:40,0.17297
Nov 2003,06-07/11/2003,AFS 2m,9:50,0.1699
Nov 2003,12-13/11/2003,AFS 2m,10:00,0.69758
Nov 2003,12-13/11/2003,AFS 2m,10:10,0.70169
Nov 2003,12-13/11/2003,AFS 2m,10:20,0.70758
Nov 2003,12-13/11/2003,AFS 2m,10:30,0.69548
Nov 2003,12-13/11/2003,AFS 2m,10:40,0.70279
Nov 2003,12-13/11/2003,AFS 2m,10:50,0.71028
Nov 2003,12-13/11/2003,AFS 2m,11:00,0.70529
Nov 2003,12-13/11/2003,AFS 2m,11:10,0.71398
Nov 2003,12-13/11/2003,AFS 2m,11:20,0.70752
Nov 2003,12-13/11/2003,AFS 2m,11:30,0.65815
Nov 2003,12-13/11/2003,AFS 2m,11:40,0.68363
Nov 2003,12-13/11/2003,AFS 2m,11:50,0.65176
Nov 2003,12-13/11/2003,AFS 2m,12:00,0.70833
Nov 2003,12-13/11/2003,AFS 2m,12:10,0.65593
Nov 2003,12-13/11/2003,AFS 2m,12:20,0.69409
Nov 2003,12-13/11/2003,AFS 2m,12:30,0.6769
Nov 2003,12-13/11/2003,AFS 2m,12:40,0.70145
Nov 2003,12-13/11/2003,AFS 2m,12:50,0.70378
Nov 2003,12-13/11/2003,AFS 2m,13:00,0.62567
Nov 2003,12-13/11/2003,AFS 2m,13:10,0.62437
Nov 2003,12-13/11/2003,AFS 2m,13:20,0.56005
Nov 2003,12-13/11/2003,AFS 2m,13:30,0.70178
Nov 2003,12-13/11/2003,AFS 2m,13:40,0.69056
Nov 2003,12-13/11/2003,AFS 2m,13:50,0.61801
Nov 2003,12-13/11/2003,AFS 2m,14:00,0.78675
Nov 2003,12-13/11/2003,AFS 2m,14:10,0.75471
Nov 2003,12-13/11/2003,AFS 2m,14:20,0.80461
Nov 2003,12-13/11/2003,AFS 2m,14:30,0.77792
Nov 2003,12-13/11/2003,AFS 2m,14:40,0.79692
Nov 2003,12-13/11/2003,AFS 2m,14:50,0.80674
Nov 2003,12-13/11/2003,AFS 2m,15:00,0.78347
Nov 2003,12-13/11/2003,AFS 2m,15:10,0.78423
Nov 2003,12-13/11/2003,AFS 2m,15:20,0.80537
Nov 2003,12-13/11/2003,AFS 2m,15:30,0.70196
Nov 2003,12-13/11/2003,AFS 2m,15:40,0.75634
Nov 2003,12-13/11/2003,AFS 2m,15:50,0.7995
Nov 2003,12-13/11/2003,AFS 2m,16:00,0.76207
Nov 2003,12-13/11/2003,AFS 2m,16:10,0.70416
Nov 2003,12-13/11/2003,AFS 2m,16:20,0.72698
Nov 2003,12-13/11/2003,AFS 2m,16:30,0.77612
Nov 2003,12-13/11/2003,AFS 2m,16:40,0.76367
Nov 2003,12-13/11/2003,AFS 2m,16:50,0.6661
Nov 2003,12-13/11/2003,AFS 2m,17:00,0.67661
Nov 2003,12-13/11/2003,AFS 2m,17:10,0.72107
Nov 2003,12-13/11/2003,AFS 2m,17:20,0.65707
Nov 2003,12-13/11/2003,AFS 2m,17:30,0.72008
Nov 2003,12-13/11/2003,AFS 2m,17:40,0.75522
Nov 2003,12-13/11/2003,AFS 2m,17:50,0.69986
Nov 2003,12-13/11/2003,AFS 2m,18:00,0.71727
Nov 2003,12-13/11/2003,AFS 2m,18:10,0.66419
Nov 2003,12-13/11/2003,AFS 2m,18:20,0.67569
Nov 2003,12-13/11/2003,AFS 2m,18:30,0.71255
Nov 2003,12-13/11/2003,AFS 2m,18:40,0.91395
Nov 2003,12-13/11/2003,AFS 2m,18:50,0.90518
Nov 2003,12-13/11/2003,AFS 2m,19:00,1.0377
Nov 2003,12-13/11/2003,AFS 2m,19:10,0.75049
Nov 2003,12-13/11/2003,AFS 2m,19:20,0.77484
Nov 2003,12-13/11/2003,AFS 2m,5:30,0.60194
Nov 2003,12-13/11/2003,AFS 2m,5:40,0.60643
Nov 2003,12-13/11/2003,AFS 2m,5:50,0.61091
Nov 2003,12-13/11/2003,AFS 2m,6:00,0.55465
Nov 2003,12-13/11/2003,AFS 2m,6:10,0.59463
Nov 2003,12-13/11/2003,AFS 2m,6:20,0.62617
Nov 2003,12-13/11/2003,AFS 2m,6:30,0.6706
Nov 2003,12-13/11/2003,AFS 2m,6:40,0.66347
Nov 2003,12-13/11/2003,AFS 2m,6:50,0.6376
Nov 2003,12-13/11/2003,AFS 2m,7:00,0.64704
Nov 2003,12-13/11/2003,AFS 2m,7:10,0.67129
Nov 2003,12-13/11/2003,AFS 2m,7:20,0.64944
Nov 2003,12-13/11/2003,AFS 2m,7:30,0.54451
Nov 2003,12-13/11/2003,AFS 2m,7:40,0.64795
Nov 2003,12-13/11/2003,AFS 2m,7:50,0.82219
Nov 2003,12-13/11/2003,AFS 2m,8:00,0.6828
Nov 2003,12-13/11/2003,AFS 2m,8:10,0.68481
Nov 2003,12-13/11/2003,AFS 2m,8:20,0.71345
Nov 2003,12-13/11/2003,AFS 2m,8:30,0.69494
Nov 2003,12-13/11/2003,AFS 2m,8:40,0.62447
Nov 2003,12-13/11/2003,AFS 2m,8:50,0.63816
Nov 2003,12-13/11/2003,AFS 2m,9:00,0.69341
Nov 2003,12-13/11/2003,AFS 2m,9:10,0.69847
Nov 2003,12-13/11/2003,AFS 2m,9:20,0.68175
Nov 2003,12-13/11/2003,AFS 2m,9:30,0.67962
Nov 2003,12-13/11/2003,AFS 2m,9:40,0.68135
Nov 2003,12-13/11/2003,AFS 2m,9:50,0.69243
Nov 2003,04-05/11/2003,MO 1.2m,10:00,1.09331
Nov 2003,04-05/11/2003,MO 1.2m,10:10,1.09066
Nov 2003,04-05/11/2003,MO 1.2m,10:20,1.09276
Nov 2003,04-05/11/2003,MO 1.2m,10:30,1.08764
Nov 2003,04-05/11/2003,MO 1.2m,10:40,1.0614
Nov 2003,04-05/11/2003,MO 1.2m,10:50,1.05805
Nov 2003,04-05/11/2003,MO 1.2m,11:00,1.06638
Nov 2003,04-05/11/2003,MO 1.2m,11:10,1.05691
Nov 2003,04-05/11/2003,MO 1.2m,11:20,1.0542
Nov 2003,04-05/11/2003,MO 1.2m,11:30,1.06554
Nov 2003,04-05/11/2003,MO 1.2m,11:40,1.0927
Nov 2003,04-05/11/2003,MO 1.2m,11:50,1.10071
Nov 2003,04-05/11/2003,MO 1.2m,12:00,1.10151
Nov 2003,04-05/11/2003,MO 1.2m,12:10,1.09059
Nov 2003,04-05/11/2003,MO 1.2m,12:20,1.02326
Nov 2003,04-05/11/2003,MO 1.2m,12:30,1.01526
Nov 2003,04-05/11/2003,MO 1.2m,12:40,1.01897
Nov 2003,04-05/11/2003,MO 1.2m,12:50,1.00984
Nov 2003,04-05/11/2003,MO 1.2m,13:00,1.10038
Nov 2003,04-05/11/2003,MO 1.2m,13:10,1.10092
Nov 2003,04-05/11/2003,MO 1.2m,13:20,1.09895
Nov 2003,04-05/11/2003,MO 1.2m,13:30,1.09599
Nov 2003,04-05/11/2003,MO 1.2m,13:40,1.09915
Nov 2003,04-05/11/2003,MO 1.2m,13:50,1.09164
Nov 2003,04-05/11/2003,MO 1.2m,14:00,1.05888
Nov 2003,04-05/11/2003,MO 1.2m,14:10,1.07362
Nov 2003,04-05/11/2003,MO 1.2m,14:20,1.09133
Nov 2003,04-05/11/2003,MO 1.2m,14:30,1.10057
Nov 2003,04-05/11/2003,MO 1.2m,14:40,1.10222
Nov 2003,04-05/11/2003,MO 1.2m,14:50,1.0991
Nov 2003,04-05/11/2003,MO 1.2m,15:00,1.10332
Nov 2003,04-05/11/2003,MO 1.2m,15:10,1.10428
Nov 2003,04-05/11/2003,MO 1.2m,15:20,1.1022
Nov 2003,04-05/11/2003,MO 1.2m,15:30,1.09399
Nov 2003,04-05/11/2003,MO 1.2m,15:40,1.08191
Nov 2003,04-05/11/2003,MO 1.2m,15:50,1.08172
Nov 2003,04-05/11/2003,MO 1.2m,16:00,1.09029
Nov 2003,04-05/11/2003,MO 1.2m,16:10,1.0925
Nov 2003,04-05/11/2003,MO 1.2m,16:20,1.08432
Nov 2003,04-05/11/2003,MO 1.2m,16:30,1.06959
Nov 2003,04-05/11/2003,MO 1.2m,16:40,1.04992
Nov 2003,04-05/11/2003,MO 1.2m,16:50,1.01642
Nov 2003,04-05/11/2003,MO 1.2m,17:00,0.98627
Nov 2003,04-05/11/2003,MO 1.2m,17:10,0.96144
Nov 2003,04-05/11/2003,MO 1.2m,17:20,1.02412
Nov 2003,04-05/11/2003,MO 1.2m,17:30,1.06535
Nov 2003,04-05/11/2003,MO 1.2m,17:40,1.06832
Nov 2003,04-05/11/2003,MO 1.2m,17:50,1.07746
Nov 2003,04-05/11/2003,MO 1.2m,18:00,1.13634
Nov 2003,04-05/11/2003,MO 1.2m,18:10,1.14363
Nov 2003,04-05/11/2003,MO 1.2m,18:20,1.0889
Nov 2003,04-05/11/2003,MO 1.2m,18:30,1.02333
Nov 2003,04-05/11/2003,MO 1.2m,18:40,0.9532
Nov 2003,04-05/11/2003,MO 1.2m,18:50,0.98659
Nov 2003,04-05/11/2003,MO 1.2m,19:00,0.99521
Nov 2003,04-05/11/2003,MO 1.2m,19:10,0.94221
Nov 2003,04-05/11/2003,MO 1.2m,19:20,0.9198
Nov 2003,04-05/11/2003,MO 1.2m,5:30,0.99984
Nov 2003,04-05/11/2003,MO 1.2m,5:40,0.97089
Nov 2003,04-05/11/2003,MO 1.2m,5:50,0.97419
Nov 2003,04-05/11/2003,MO 1.2m,6:00,0.91765
Nov 2003,04-05/11/2003,MO 1.2m,6:10,0.94986
Nov 2003,04-05/11/2003,MO 1.2m,6:20,0.98873
Nov 2003,04-05/11/2003,MO 1.2m,6:30,1.02476
Nov 2003,04-05/11/2003,MO 1.2m,6:40,1.04894
Nov 2003,04-05/11/2003,MO 1.2m,6:50,1.0606
Nov 2003,04-05/11/2003,MO 1.2m,7:00,1.06002
Nov 2003,04-05/11/2003,MO 1.2m,7:10,1.05138
Nov 2003,04-05/11/2003,MO 1.2m,7:20,1.02633
Nov 2003,04-05/11/2003,MO 1.2m,7:30,1.02994
Nov 2003,04-05/11/2003,MO 1.2m,7:40,1.06367
Nov 2003,04-05/11/2003,MO 1.2m,7:50,1.08347
Nov 2003,04-05/11/2003,MO 1.2m,8:00,1.07565
Nov 2003,04-05/11/2003,MO 1.2m,8:10,1.06563
Nov 2003,04-05/11/2003,MO 1.2m,8:20,1.05165
Nov 2003,04-05/11/2003,MO 1.2m,8:30,1.05516
Nov 2003,04-05/11/2003,MO 1.2m,8:40,1.03677
Nov 2003,04-05/11/2003,MO 1.2m,8:50,1.03149
Nov 2003,04-05/11/2003,MO 1.2m,9:00,1.04997
Nov 2003,04-05/11/2003,MO 1.2m,9:10,1.06522
Nov 2003,04-05/11/2003,MO 1.2m,9:20,1.07343
Nov 2003,04-05/11/2003,MO 1.2m,9:30,1.07121
Nov 2003,04-05/11/2003,MO 1.2m,9:40,1.07151
Nov 2003,04-05/11/2003,MO 1.2m,9:50,1.07609
Nov 2003,10-11/11/2003,MO 1.2m,10:00,0.87231
Nov 2003,10-11/11/2003,MO 1.2m,10:10,0.87615
Nov 2003,10-11/11/2003,MO 1.2m,10:20,0.87685
Nov 2003,10-11/11/2003,MO 1.2m,10:30,0.87587
Nov 2003,10-11/11/2003,MO 1.2m,10:40,0.92312
Nov 2003,10-11/11/2003,MO 1.2m,10:50,1.03967
Nov 2003,10-11/11/2003,MO 1.2m,11:00,0.99836
Nov 2003,10-11/11/2003,MO 1.2m,11:10,1.03007
Nov 2003,10-11/11/2003,MO 1.2m,11:20,1.03571
Nov 2003,10-11/11/2003,MO 1.2m,11:30,0.9776
Nov 2003,10-11/11/2003,MO 1.2m,11:40,1.09964
Nov 2003,10-11/11/2003,MO 1.2m,11:50,1.10088
Nov 2003,10-11/11/2003,MO 1.2m,12:00,0.86847
Nov 2003,10-11/11/2003,MO 1.2m,12:10,0.98895
Nov 2003,10-11/11/2003,MO 1.2m,12:20,1.04847
Nov 2003,10-11/11/2003,MO 1.2m,12:30,1.05031
Nov 2003,10-11/11/2003,MO 1.2m,12:40,1.05284
Nov 2003,10-11/11/2003,MO 1.2m,12:50,1.05446
Nov 2003,10-11/11/2003,MO 1.2m,13:00,1.0271
Nov 2003,10-11/11/2003,MO 1.2m,13:10,1.02922
Nov 2003,10-11/11/2003,MO 1.2m,13:20,0.98141
Nov 2003,10-11/11/2003,MO 1.2m,13:30,0.9896
Nov 2003,10-11/11/2003,MO 1.2m,13:40,1.04933
Nov 2003,10-11/11/2003,MO 1.2m,13:50,1.10437
Nov 2003,10-11/11/2003,MO 1.2m,14:00,1.10425
Nov 2003,10-11/11/2003,MO 1.2m,14:10,1.10455
Nov 2003,10-11/11/2003,MO 1.2m,14:20,1.10304
Nov 2003,10-11/11/2003,MO 1.2m,14:30,1.10361
Nov 2003,10-11/11/2003,MO 1.2m,14:40,1.10114
Nov 2003,10-11/11/2003,MO 1.2m,14:50,1.10303
Nov 2003,10-11/11/2003,MO 1.2m,15:00,1.0989
Nov 2003,10-11/11/2003,MO 1.2m,15:10,1.10048
Nov 2003,10-11/11/2003,MO 1.2m,15:20,1.10127
Nov 2003,10-11/11/2003,MO 1.2m,15:30,1.09771
Nov 2003,10-11/11/2003,MO 1.2m,15:40,1.099
Nov 2003,10-11/11/2003,MO 1.2m,15:50,1.09695
Nov 2003,10-11/11/2003,MO 1.2m,16:00,1.09356
Nov 2003,10-11/11/2003,MO 1.2m,16:10,0.94788
Nov 2003,10-11/11/2003,MO 1.2m,16:20,0.93677
Nov 2003,10-11/11/2003,MO 1.2m,16:30,0.97705
Nov 2003,10-11/11/2003,MO 1.2m,16:40,1.08146
Nov 2003,10-11/11/2003,MO 1.2m,16:50,1.07978
Nov 2003,10-11/11/2003,MO 1.2m,17:00,1.07218
Nov 2003,10-11/11/2003,MO 1.2m,17:10,1.0073
Nov 2003,10-11/11/2003,MO 1.2m,17:20,1.06633
Nov 2003,10-11/11/2003,MO 1.2m,17:30,1.06507
Nov 2003,10-11/11/2003,MO 1.2m,17:40,1.05853
Nov 2003,10-11/11/2003,MO 1.2m,17:50,1.04877
Nov 2003,10-11/11/2003,MO 1.2m,18:00,1.04896
Nov 2003,10-11/11/2003,MO 1.2m,18:10,1.07672
Nov 2003,10-11/11/2003,MO 1.2m,18:20,1.11791
Nov 2003,10-11/11/2003,MO 1.2m,18:30,1.21374
Nov 2003,10-11/11/2003,MO 1.2m,18:40,1.17488
Nov 2003,10-11/11/2003,MO 1.2m,18:50,1.097
Nov 2003,10-11/11/2003,MO 1.2m,19:00,1.02224
Nov 2003,10-11/11/2003,MO 1.2m,19:10,1.02386
Nov 2003,10-11/11/2003,MO 1.2m,19:20,1.02915
Nov 2003,10-11/11/2003,MO 1.2m,5:30,1.07203
Nov 2003,10-11/11/2003,MO 1.2m,5:40,1.06074
Nov 2003,10-11/11/2003,MO 1.2m,5:50,0.94413
Nov 2003,10-11/11/2003,MO 1.2m,6:00,0.98077
Nov 2003,10-11/11/2003,MO 1.2m,6:10,1.0511
Nov 2003,10-11/11/2003,MO 1.2m,6:20,1.12468
Nov 2003,10-11/11/2003,MO 1.2m,6:30,1.00865
Nov 2003,10-11/11/2003,MO 1.2m,6:40,0.96368
Nov 2003,10-11/11/2003,MO 1.2m,6:50,0.94898
Nov 2003,10-11/11/2003,MO 1.2m,7:00,1.00814
Nov 2003,10-11/11/2003,MO 1.2m,7:10,0.93967
Nov 2003,10-11/11/2003,MO 1.2m,7:20,0.91954
Nov 2003,10-11/11/2003,MO 1.2m,7:30,0.91149
Nov 2003,10-11/11/2003,MO 1.2m,7:40,0.90325
Nov 2003,10-11/11/2003,MO 1.2m,7:50,0.90029
Nov 2003,10-11/11/2003,MO 1.2m,8:00,0.89991
Nov 2003,10-11/11/2003,MO 1.2m,8:10,0.89921
Nov 2003,10-11/11/2003,MO 1.2m,8:20,0.89882
Nov 2003,10-11/11/2003,MO 1.2m,8:30,0.89681
Nov 2003,10-11/11/2003,MO 1.2m,8:40,0.88755
Nov 2003,10-11/11/2003,MO 1.2m,8:50,0.87786
Nov 2003,10-11/11/2003,MO 1.2m,9:00,0.87355
Nov 2003,10-11/11/2003,MO 1.2m,9:10,0.86646
Nov 2003,10-11/11/2003,MO 1.2m,9:20,0.86088
Nov 2003,10-11/11/2003,MO 1.2m,9:30,0.86277
Nov 2003,10-11/11/2003,MO 1.2m,9:40,0.86775
Nov 2003,10-11/11/2003,MO 1.2m,9:50,0.87268
Nov 2003,15-16/11/2003,MO 1.2m,10:00,1.00942
Nov 2003,15-16/11/2003,MO 1.2m,10:10,1.03479
Nov 2003,15-16/11/2003,MO 1.2m,10:20,0.92382
Nov 2003,15-16/11/2003,MO 1.2m,10:30,1.00174
Nov 2003,15-16/11/2003,MO 1.2m,10:40,1.00819
Nov 2003,15-16/11/2003,MO 1.2m,10:50,0.99603
Nov 2003,15-16/11/2003,MO 1.2m,11:00,1.18394
Nov 2003,15-16/11/2003,MO 1.2m,11:10,1.12481
Nov 2003,15-16/11/2003,MO 1.2m,11:20,1.20383
Nov 2003,15-16/11/2003,MO 1.2m,11:30,1.20397
Nov 2003,15-16/11/2003,MO 1.2m,11:40,1.20296
Nov 2003,15-16/11/2003,MO 1.2m,11:50,1.12426
Nov 2003,15-16/11/2003,MO 1.2m,12:00,1.12449
Nov 2003,15-16/11/2003,MO 1.2m,12:10,1.12272
Nov 2003,15-16/11/2003,MO 1.2m,12:20,1.20978
Nov 2003,15-16/11/2003,MO 1.2m,12:30,1.20465
Nov 2003,15-16/11/2003,MO 1.2m,12:40,1.20626
Nov 2003,15-16/11/2003,MO 1.2m,12:50,1.17911
Nov 2003,15-16/11/2003,MO 1.2m,13:00,1.13542
Nov 2003,15-16/11/2003,MO 1.2m,13:10,1.14509
Nov 2003,15-16/11/2003,MO 1.2m,13:20,1.13812
Nov 2003,15-16/11/2003,MO 1.2m,13:30,1.14244
Nov 2003,15-16/11/2003,MO 1.2m,13:40,1.14201
Nov 2003,15-16/11/2003,MO 1.2m,13:50,1.12296
Nov 2003,15-16/11/2003,MO 1.2m,14:00,1.14232
Nov 2003,15-16/11/2003,MO 1.2m,14:10,1.14437
Nov 2003,15-16/11/2003,MO 1.2m,14:20,1.14077
Nov 2003,15-16/11/2003,MO 1.2m,14:30,1.14904
Nov 2003,15-16/11/2003,MO 1.2m,14:40,1.1528
Nov 2003,15-16/11/2003,MO 1.2m,14:50,1.15291
Nov 2003,15-16/11/2003,MO 1.2m,15:00,1.1386
Nov 2003,15-16/11/2003,MO 1.2m,15:10,1.15214
Nov 2003,15-16/11/2003,MO 1.2m,15:20,1.15314
Nov 2003,15-16/11/2003,MO 1.2m,15:30,1.15099
Nov 2003,15-16/11/2003,MO 1.2m,15:40,1.13506
Nov 2003,15-16/11/2003,MO 1.2m,15:50,1.16543
Nov 2003,15-16/11/2003,MO 1.2m,16:00,1.16617
Nov 2003,15-16/11/2003,MO 1.2m,16:10,0.9814
Nov 2003,15-16/11/2003,MO 1.2m,16:20,0.99571
Nov 2003,15-16/11/2003,MO 1.2m,16:30,1.03325
Nov 2003,15-16/11/2003,MO 1.2m,16:40,0.96496
Nov 2003,15-16/11/2003,MO 1.2m,16:50,0.96207
Nov 2003,15-16/11/2003,MO 1.2m,17:00,0.97311
Nov 2003,15-16/11/2003,MO 1.2m,17:10,1.00412
Nov 2003,15-16/11/2003,MO 1.2m,17:20,1.06924
Nov 2003,15-16/11/2003,MO 1.2m,17:30,1.07346
Nov 2003,15-16/11/2003,MO 1.2m,17:40,1.06919
Nov 2003,15-16/11/2003,MO 1.2m,17:50,1.04948
Nov 2003,15-16/11/2003,MO 1.2m,18:00,1.04168
Nov 2003,15-16/11/2003,MO 1.2m,18:10,1.01232
Nov 2003,15-16/11/2003,MO 1.2m,18:20,0.99259
Nov 2003,15-16/11/2003,MO 1.2m,18:30,0.96594
Nov 2003,15-16/11/2003,MO 1.2m,18:40,1.02207
Nov 2003,15-16/11/2003,MO 1.2m,18:50,0.9945
Nov 2003,15-16/11/2003,MO 1.2m,19:00,1.08646
Nov 2003,15-16/11/2003,MO 1.2m,19:10,0.97842
Nov 2003,15-16/11/2003,MO 1.2m,19:20,0.98148
Nov 2003,15-16/11/2003,MO 1.2m,5:30,1.03343
Nov 2003,15-16/11/2003,MO 1.2m,5:40,1.04074
Nov 2003,15-16/11/2003,MO 1.2m,5:50,1.04805
Nov 2003,15-16/11/2003,MO 1.2m,6:00,1.05535
Nov 2003,15-16/11/2003,MO 1.2m,6:10,1.00549
Nov 2003,15-16/11/2003,MO 1.2m,6:20,1.04599
Nov 2003,15-16/11/2003,MO 1.2m,6:30,1.08754
Nov 2003,15-16/11/2003,MO 1.2m,6:40,1.07587
Nov 2003,15-16/11/2003,MO 1.2m,6:50,1.13527
Nov 2003,15-16/11/2003,MO 1.2m,7:00,1.09032
Nov 2003,15-16/11/2003,MO 1.2m,7:10,1.1565
Nov 2003,15-16/11/2003,MO 1.2m,7:20,1.1565
Nov 2003,15-16/11/2003,MO 1.2m,7:30,1.19568
Nov 2003,15-16/11/2003,MO 1.2m,7:40,1.10824
Nov 2003,15-16/11/2003,MO 1.2m,7:50,1.14456
Nov 2003,15-16/11/2003,MO 1.2m,8:00,1.19488
Nov 2003,15-16/11/2003,MO 1.2m,8:10,1.01641
Nov 2003,15-16/11/2003,MO 1.2m,8:20,1.03191
Nov 2003,15-16/11/2003,MO 1.2m,8:30,1.15023
Nov 2003,15-16/11/2003,MO 1.2m,8:40,1.1284
Nov 2003,15-16/11/2003,MO 1.2m,8:50,1.13539
Nov 2003,15-16/11/2003,MO 1.2m,9:00,1.0349
Nov 2003,15-16/11/2003,MO 1.2m,9:10,1.07938
Nov 2003,15-16/11/2003,MO 1.2m,9:20,1.14313
Nov 2003,15-16/11/2003,MO 1.2m,9:30,1.14641
Nov 2003,15-16/11/2003,MO 1.2m,9:40,1.11713
Nov 2003,15-16/11/2003,MO 1.2m,9:50,1.13725
Nov 2003,03-04/11/2003,MO 2m,10:00,1.11748
Nov 2003,03-04/11/2003,MO 2m,10:10,1.11829
Nov 2003,03-04/11/2003,MO 2m,10:20,1.12021
Nov 2003,03-04/11/2003,MO 2m,10:30,1.12171
Nov 2003,03-04/11/2003,MO 2m,10:40,1.12403
Nov 2003,03-04/11/2003,MO 2m,10:50,1.12587
Nov 2003,03-04/11/2003,MO 2m,11:00,1.12665
Nov 2003,03-04/11/2003,MO 2m,11:10,1.12732
Nov 2003,03-04/11/2003,MO 2m,11:20,1.12882
Nov 2003,03-04/11/2003,MO 2m,11:30,1.12923
Nov 2003,03-04/11/2003,MO 2m,11:40,1.13054
Nov 2003,03-04/11/2003,MO 2m,11:50,1.13183
Nov 2003,03-04/11/2003,MO 2m,12:00,1.13306
Nov 2003,03-04/11/2003,MO 2m,12:10,1.13176
Nov 2003,03-04/11/2003,MO 2m,12:20,1.10586
Nov 2003,03-04/11/2003,MO 2m,12:30,1.1031
Nov 2003,03-04/11/2003,MO 2m,12:40,1.10517
Nov 2003,03-04/11/2003,MO 2m,12:50,1.10284
Nov 2003,03-04/11/2003,MO 2m,13:00,1.10092
Nov 2003,03-04/11/2003,MO 2m,13:10,1.09895
Nov 2003,03-04/11/2003,MO 2m,13:20,1.09599
Nov 2003,03-04/11/2003,MO 2m,13:30,1.10092
Nov 2003,03-04/11/2003,MO 2m,13:40,1.13525
Nov 2003,03-04/11/2003,MO 2m,13:50,1.1356
Nov 2003,03-04/11/2003,MO 2m,14:00,1.13605
Nov 2003,03-04/11/2003,MO 2m,14:10,1.13648
Nov 2003,03-04/11/2003,MO 2m,14:20,1.13728
Nov 2003,03-04/11/2003,MO 2m,14:30,1.13933
Nov 2003,03-04/11/2003,MO 2m,14:40,1.14247
Nov 2003,03-04/11/2003,MO 2m,14:50,1.14336
Nov 2003,03-04/11/2003,MO 2m,15:00,1.14503
Nov 2003,03-04/11/2003,MO 2m,15:10,1.1435
Nov 2003,03-04/11/2003,MO 2m,15:20,1.14562
Nov 2003,03-04/11/2003,MO 2m,15:30,1.14585
