Period,Date_Range,Environment,Time,PPFD
Jan 2004,08-09/01/2004,AFS 2m,12:00,55.08
Jan 2004,08-09/01/2004,AFS 2m,12:10,59.04
Jan 2004,08-09/01/2004,AFS 2m,12:20,58.96
Jan 2004,08-09/01/2004,AFS 2m,12:30,66.97
Jan 2004,08-09/01/2004,AFS 2m,12:40,50.12
Jan 2004,08-09/01/2004,AFS 2m,12:50,78.09
Jan 2004,08-09/01/2004,AFS 2m,13:00,636.7
Jan 2004,08-09/01/2004,AFS 2m,13:10,394.4
Jan 2004,08-09/01/2004,AFS 2m,13:20,547.7
Jan 2004,08-09/01/2004,AFS 2m,13:30,181.4
Jan 2004,08-09/01/2004,AFS 2m,13:40,46.8
Jan 2004,08-09/01/2004,AFS 2m,13:50,55.88
Jan 2004,08-09/01/2004,AFS 2m,14:00,194.6
Jan 2004,08-09/01/2004,AFS 2m,14:10,120.6
Jan 2004,08-09/01/2004,AFS 2m,14:20,65.86
Jan 2004,08-09/01/2004,AFS 2m,14:30,33.79
Jan 2004,08-09/01/2004,AFS 2m,14:40,23.18
Jan 2004,08-09/01/2004,AFS 2m,14:50,41.38
Jan 2004,08-09/01/2004,AFS 2m,15:00,159.3
Jan 2004,08-09/01/2004,AFS 2m,15:10,82.21
Jan 2004,08-09/01/2004,AFS 2m,15:20,364.7
Jan 2004,08-09/01/2004,AFS 2m,15:30,995.8
Jan 2004,08-09/01/2004,AFS 2m,15:40,631.4
Jan 2004,08-09/01/2004,AFS 2m,15:50,58.95
Jan 2004,08-09/01/2004,AFS 2m,16:00,53.47
Jan 2004,08-09/01/2004,AFS 2m,16:10,28.6
Jan 2004,08-09/01/2004,AFS 2m,16:20,12.36
Jan 2004,08-09/01/2004,AFS 2m,16:30,3.871
Jan 2004,08-09/01/2004,AFS 2m,16:40,10.78
Jan 2004,08-09/01/2004,AFS 2m,16:50,19.67
Jan 2004,08-09/01/2004,AFS 2m,17:00,21.38
Jan 2004,08-09/01/2004,AFS 2m,17:10,11.63
Jan 2004,08-09/01/2004,AFS 2m,17:20,12.39
Jan 2004,08-09/01/2004,AFS 2m,17:30,8.309
Jan 2004,08-09/01/2004,AFS 2m,17:40,5.264
Jan 2004,08-09/01/2004,AFS 2m,17:50,9.982
Jan 2004,08-09/01/2004,AFS 2m,18:00,15.67
Jan 2004,08-09/01/2004,AFS 2m,18:10,7.706
Jan 2004,08-09/01/2004,AFS 2m,18:20,6.06
Jan 2004,08-09/01/2004,AFS 2m,18:30,3.322
Jan 2004,08-09/01/2004,AFS 2m,18:40,3.506
Jan 2004,08-09/01/2004,AFS 2m,18:50,2.992
Jan 2004,08-09/01/2004,AFS 2m,19:00,2.801
Jan 2004,08-09/01/2004,AFS 2m,19:10,1.061
Jan 2004,08-09/01/2004,AFS 2m,19:20,0.4191
Jan 2004,08-09/01/2004,AFS 2m,5:30,0.8684
Jan 2004,08-09/01/2004,AFS 2m,5:40,2.027
Jan 2004,08-09/01/2004,AFS 2m,5:50,3.137
Jan 2004,08-09/01/2004,AFS 2m,6:00,4.137
Jan 2004,08-09/01/2004,AFS 2m,6:10,5.51
Jan 2004,08-09/01/2004,AFS 2m,6:20,6.734
Jan 2004,08-09/01/2004,AFS 2m,6:30,7.51
Jan 2004,08-09/01/2004,AFS 2m,6:40,11.12
Jan 2004,08-09/01/2004,AFS 2m,6:50,12.67
Jan 2004,08-09/01/2004,AFS 2m,7:00,12.42
Jan 2004,08-09/01/2004,AFS 2m,7:10,12.14
Jan 2004,08-09/01/2004,AFS 2m,7:20,15.52
Jan 2004,08-09/01/2004,AFS 2m,7:30,17.57
Jan 2004,08-09/01/2004,AFS 2m,7:40,21.04
Jan 2004,08-09/01/2004,AFS 2m,7:50,21.43
Jan 2004,08-09/01/2004,AFS 2m,8:00,29.05
Jan 2004,08-09/01/2004,AFS 2m,8:10,25.61
Jan 2004,08-09/01/2004,AFS 2m,8:20,20.23
Jan 2004,08-09/01/2004,AFS 2m,8:30,20.89
Jan 2004,08-09/01/2004,AFS 2m,8:40,49.3
Jan 2004,08-09/01/2004,AFS 2m,8:50,118.5
Jan 2004,08-09/01/2004,AFS 2m,9:00,133.6
Jan 2004,08-09/01/2004,AFS 2m,9:10,25.34
Jan 2004,08-09/01/2004,AFS 2m,9:20,24.66
Jan 2004,08-09/01/2004,AFS 2m,9:30,25.52
Jan 2004,08-09/01/2004,AFS 2m,9:40,27.24
Jan 2004,08-09/01/2004,AFS 2m,9:50,42.51
Jan 2004,13-14/01/2004,AFS 2m,10:00,36.86
Jan 2004,13-14/01/2004,AFS 2m,10:10,33.33
Jan 2004,13-14/01/2004,AFS 2m,10:20,36.35
Jan 2004,13-14/01/2004,AFS 2m,10:30,66.1
Jan 2004,13-14/01/2004,AFS 2m,10:40,27.82
Jan 2004,13-14/01/2004,AFS 2m,10:50,36.33
Jan 2004,13-14/01/2004,AFS 2m,11:00,36.75
Jan 2004,13-14/01/2004,AFS 2m,11:10,30.11
Jan 2004,13-14/01/2004,AFS 2m,11:20,55.08
Jan 2004,13-14/01/2004,AFS 2m,11:30,33.1
Jan 2004,13-14/01/2004,AFS 2m,11:40,37.35
Jan 2004,13-14/01/2004,AFS 2m,11:50,37.12
Jan 2004,13-14/01/2004,AFS 2m,12:00,71.76
Jan 2004,13-14/01/2004,AFS 2m,12:10,49.58
Jan 2004,13-14/01/2004,AFS 2m,12:20,64.43
Jan 2004,13-14/01/2004,AFS 2m,12:30,71.4
Jan 2004,13-14/01/2004,AFS 2m,12:40,37.96
Jan 2004,13-14/01/2004,AFS 2m,12:50,30.31
Jan 2004,13-14/01/2004,AFS 2m,13:00,28.96
Jan 2004,13-14/01/2004,AFS 2m,13:10,38.95
Jan 2004,13-14/01/2004,AFS 2m,13:20,53.38
Jan 2004,13-14/01/2004,AFS 2m,13:30,42.11
Jan 2004,13-14/01/2004,AFS 2m,13:40,28.07
Jan 2004,13-14/01/2004,AFS 2m,13:50,20.45
Jan 2004,13-14/01/2004,AFS 2m,14:00,16.55
Jan 2004,13-14/01/2004,AFS 2m,14:10,25.45
Jan 2004,13-14/01/2004,AFS 2m,14:20,22.49
Jan 2004,13-14/01/2004,AFS 2m,14:30,19.36
Jan 2004,13-14/01/2004,AFS 2m,14:40,17.25
Jan 2004,13-14/01/2004,AFS 2m,14:50,26.6
Jan 2004,13-14/01/2004,AFS 2m,15:00,49.49
Jan 2004,13-14/01/2004,AFS 2m,15:10,43.06
Jan 2004,13-14/01/2004,AFS 2m,15:20,76.66
Jan 2004,13-14/01/2004,AFS 2m,15:30,454.8
Jan 2004,13-14/01/2004,AFS 2m,15:40,1237.0
Jan 2004,13-14/01/2004,AFS 2m,15:50,887.4
Jan 2004,13-14/01/2004,AFS 2m,16:00,247.3
Jan 2004,13-14/01/2004,AFS 2m,16:10,121.5
Jan 2004,13-14/01/2004,AFS 2m,16:20,77.74
Jan 2004,13-14/01/2004,AFS 2m,16:30,29.86
Jan 2004,13-14/01/2004,AFS 2m,16:40,10.22
Jan 2004,13-14/01/2004,AFS 2m,16:50,9.134
Jan 2004,13-14/01/2004,AFS 2m,17:00,10.08
Jan 2004,13-14/01/2004,AFS 2m,17:10,15.83
Jan 2004,13-14/01/2004,AFS 2m,17:20,15.9
Jan 2004,13-14/01/2004,AFS 2m,17:30,33.21
Jan 2004,13-14/01/2004,AFS 2m,17:40,23.15
Jan 2004,13-14/01/2004,AFS 2m,17:50,13.86
Jan 2004,13-14/01/2004,AFS 2m,18:00,22.09
Jan 2004,13-14/01/2004,AFS 2m,18:10,9.121
Jan 2004,13-14/01/2004,AFS 2m,18:20,5.181
Jan 2004,13-14/01/2004,AFS 2m,18:30,6.704
Jan 2004,13-14/01/2004,AFS 2m,18:40,6.371
Jan 2004,13-14/01/2004,AFS 2m,18:50,4.58
Jan 2004,13-14/01/2004,AFS 2m,19:00,3.888
Jan 2004,13-14/01/2004,AFS 2m,19:10,1.196
Jan 2004,13-14/01/2004,AFS 2m,19:20,0.504
Jan 2004,13-14/01/2004,AFS 2m,5:30,0.414
Jan 2004,13-14/01/2004,AFS 2m,5:40,1.1067
Jan 2004,13-14/01/2004,AFS 2m,5:50,1.608
Jan 2004,13-14/01/2004,AFS 2m,6:00,2.733
Jan 2004,13-14/01/2004,AFS 2m,6:10,3.565
Jan 2004,13-14/01/2004,AFS 2m,6:20,4.866
Jan 2004,13-14/01/2004,AFS 2m,6:30,7.015
Jan 2004,13-14/01/2004,AFS 2m,6:40,9.406
Jan 2004,13-14/01/2004,AFS 2m,6:50,11.98
Jan 2004,13-14/01/2004,AFS 2m,7:00,10.9
Jan 2004,13-14/01/2004,AFS 2m,7:10,10.11
Jan 2004,13-14/01/2004,AFS 2m,7:20,12.17
Jan 2004,13-14/01/2004,AFS 2m,7:30,20.87
Jan 2004,13-14/01/2004,AFS 2m,7:40,26.01
Jan 2004,13-14/01/2004,AFS 2m,7:50,24.66
Jan 2004,13-14/01/2004,AFS 2m,8:00,18.53
Jan 2004,13-14/01/2004,AFS 2m,8:10,20.7
Jan 2004,13-14/01/2004,AFS 2m,8:20,16.14
Jan 2004,13-14/01/2004,AFS 2m,8:30,15.79
Jan 2004,13-14/01/2004,AFS 2m,8:40,42.53
Jan 2004,13-14/01/2004,AFS 2m,8:50,122.3
Jan 2004,13-14/01/2004,AFS 2m,9:00,21.13
Jan 2004,13-14/01/2004,AFS 2m,9:10,26.01
Jan 2004,13-14/01/2004,AFS 2m,9:20,19.74
Jan 2004,13-14/01/2004,AFS 2m,9:30,20.96
Jan 2004,13-14/01/2004,AFS 2m,9:40,21.99
Jan 2004,13-14/01/2004,AFS 2m,9:50,31.11
Jan 2004,10-11/01/2004,MO 1.2m,10:00,1251.0
Jan 2004,10-11/01/2004,MO 1.2m,10:10,1545.0
Jan 2004,10-11/01/2004,MO 1.2m,10:20,1591.0
Jan 2004,10-11/01/2004,MO 1.2m,10:30,1609.0
Jan 2004,10-11/01/2004,MO 1.2m,10:40,1638.0
Jan 2004,10-11/01/2004,MO 1.2m,10:50,1081.0
Jan 2004,10-11/01/2004,MO 1.2m,11:00,672.1
Jan 2004,10-11/01/2004,MO 1.2m,11:10,392.2
Jan 2004,10-11/01/2004,MO 1.2m,11:20,1318.0
Jan 2004,10-11/01/2004,MO 1.2m,11:30,1772.0
Jan 2004,10-11/01/2004,MO 1.2m,11:40,1886.0
Jan 2004,10-11/01/2004,MO 1.2m,11:50,1921.0
Jan 2004,10-11/01/2004,MO 1.2m,12:00,1615.0
Jan 2004,10-11/01/2004,MO 1.2m,12:10,1503.0
Jan 2004,10-11/01/2004,MO 1.2m,12:20,1802.0
Jan 2004,10-11/01/2004,MO 1.2m,12:30,1813.0
Jan 2004,10-11/01/2004,MO 1.2m,12:40,1896.0
Jan 2004,10-11/01/2004,MO 1.2m,12:50,1684.0
Jan 2004,10-11/01/2004,MO 1.2m,13:00,222.4
Jan 2004,10-11/01/2004,MO 1.2m,13:10,1053.0
Jan 2004,10-11/01/2004,MO 1.2m,13:20,1518.0
Jan 2004,10-11/01/2004,MO 1.2m,13:30,1802.0
Jan 2004,10-11/01/2004,MO 1.2m,13:40,2084.0
Jan 2004,10-11/01/2004,MO 1.2m,13:50,1886.0
Jan 2004,10-11/01/2004,MO 1.2m,14:00,2018.0
Jan 2004,10-11/01/2004,MO 1.2m,14:10,2049.0
Jan 2004,10-11/01/2004,MO 1.2m,14:20,900.2
Jan 2004,10-11/01/2004,MO 1.2m,14:30,1217.0
Jan 2004,10-11/01/2004,MO 1.2m,14:40,1514.0
Jan 2004,10-11/01/2004,MO 1.2m,14:50,884.0
Jan 2004,10-11/01/2004,MO 1.2m,15:00,876.9
Jan 2004,10-11/01/2004,MO 1.2m,15:10,1115.0
Jan 2004,10-11/01/2004,MO 1.2m,15:20,1410.0
Jan 2004,10-11/01/2004,MO 1.2m,15:30,1360.0
Jan 2004,10-11/01/2004,MO 1.2m,15:40,1571.0
Jan 2004,10-11/01/2004,MO 1.2m,15:50,1304.0
Jan 2004,10-11/01/2004,MO 1.2m,16:00,1472.0
Jan 2004,10-11/01/2004,MO 1.2m,16:10,1261.0
Jan 2004,10-11/01/2004,MO 1.2m,16:20,1449.0
Jan 2004,10-11/01/2004,MO 1.2m,16:30,1290.0
Jan 2004,10-11/01/2004,MO 1.2m,16:40,1183.0
Jan 2004,10-11/01/2004,MO 1.2m,16:50,1100.0
Jan 2004,10-11/01/2004,MO 1.2m,17:00,1026.0
Jan 2004,10-11/01/2004,MO 1.2m,17:10,964.3
Jan 2004,10-11/01/2004,MO 1.2m,17:20,778.9
Jan 2004,10-11/01/2004,MO 1.2m,17:30,520.7
Jan 2004,10-11/01/2004,MO 1.2m,17:40,472.9
Jan 2004,10-11/01/2004,MO 1.2m,17:50,382.5
Jan 2004,10-11/01/2004,MO 1.2m,18:00,487.5
Jan 2004,10-11/01/2004,MO 1.2m,18:10,302.0
Jan 2004,10-11/01/2004,MO 1.2m,18:20,128.0
Jan 2004,10-11/01/2004,MO 1.2m,18:30,92.82
Jan 2004,10-11/01/2004,MO 1.2m,18:40,88.3
Jan 2004,10-11/01/2004,MO 1.2m,18:50,82.45
Jan 2004,10-11/01/2004,MO 1.2m,19:00,56.43
Jan 2004,10-11/01/2004,MO 1.2m,19:10,20.41
Jan 2004,10-11/01/2004,MO 1.2m,19:20,3.21
Jan 2004,10-11/01/2004,MO 1.2m,5:30,0.962
Jan 2004,10-11/01/2004,MO 1.2m,5:40,1.1696
Jan 2004,10-11/01/2004,MO 1.2m,5:50,1.57
Jan 2004,10-11/01/2004,MO 1.2m,6:00,13.39
Jan 2004,10-11/01/2004,MO 1.2m,6:10,25.47
Jan 2004,10-11/01/2004,MO 1.2m,6:20,40.97
Jan 2004,10-11/01/2004,MO 1.2m,6:30,49.11
Jan 2004,10-11/01/2004,MO 1.2m,6:40,73.71
Jan 2004,10-11/01/2004,MO 1.2m,6:50,85.71
Jan 2004,10-11/01/2004,MO 1.2m,7:00,94.94
Jan 2004,10-11/01/2004,MO 1.2m,7:10,113.4
Jan 2004,10-11/01/2004,MO 1.2m,7:20,111.1
Jan 2004,10-11/01/2004,MO 1.2m,7:30,138.4
Jan 2004,10-11/01/2004,MO 1.2m,7:40,134.5
Jan 2004,10-11/01/2004,MO 1.2m,7:50,177.9
Jan 2004,10-11/01/2004,MO 1.2m,8:00,208.8
Jan 2004,10-11/01/2004,MO 1.2m,8:10,248.7
Jan 2004,10-11/01/2004,MO 1.2m,8:20,223.8
Jan 2004,10-11/01/2004,MO 1.2m,8:30,207.8
Jan 2004,10-11/01/2004,MO 1.2m,8:40,219.9
Jan 2004,10-11/01/2004,MO 1.2m,8:50,194.0
Jan 2004,10-11/01/2004,MO 1.2m,9:00,564.8
Jan 2004,10-11/01/2004,MO 1.2m,9:10,1115.0
Jan 2004,10-11/01/2004,MO 1.2m,9:20,1119.0
Jan 2004,10-11/01/2004,MO 1.2m,9:30,1210.0
Jan 2004,10-11/01/2004,MO 1.2m,9:40,698.4
Jan 2004,10-11/01/2004,MO 1.2m,9:50,945.4
Jan 2004,18-19/01/2004,MO 1.2m,10:00,678.1
Jan 2004,18-19/01/2004,MO 1.2m,10:10,700.0
Jan 2004,18-19/01/2004,MO 1.2m,10:20,635.4
Jan 2004,18-19/01/2004,MO 1.2m,10:30,718.6
Jan 2004,18-19/01/2004,MO 1.2m,10:40,714.5
Jan 2004,18-19/01/2004,MO 1.2m,10:50,657.4
Jan 2004,18-19/01/2004,MO 1.2m,11:00,769.0
Jan 2004,18-19/01/2004,MO 1.2m,11:10,830.4
Jan 2004,18-19/01/2004,MO 1.2m,11:20,844.2
Jan 2004,18-19/01/2004,MO 1.2m,11:30,906.6
Jan 2004,18-19/01/2004,MO 1.2m,11:40,705.6
Jan 2004,18-19/01/2004,MO 1.2m,11:50,575.1
Jan 2004,18-19/01/2004,MO 1.2m,12:00,469.9
Jan 2004,18-19/01/2004,MO 1.2m,12:10,393.9
Jan 2004,18-19/01/2004,MO 1.2m,12:20,423.4
Jan 2004,18-19/01/2004,MO 1.2m,12:30,400.8
Jan 2004,18-19/01/2004,MO 1.2m,12:40,429.0
Jan 2004,18-19/01/2004,MO 1.2m,12:50,547.6
Jan 2004,18-19/01/2004,MO 1.2m,13:00,737.4
Jan 2004,18-19/01/2004,MO 1.2m,13:10,1307.0
Jan 2004,18-19/01/2004,MO 1.2m,13:20,2011.0
Jan 2004,18-19/01/2004,MO 1.2m,13:30,2071.0
Jan 2004,18-19/01/2004,MO 1.2m,13:40,1115.0
Jan 2004,18-19/01/2004,MO 1.2m,13:50,511.8
Jan 2004,18-19/01/2004,MO 1.2m,14:00,717.9
Jan 2004,18-19/01/2004,MO 1.2m,14:10,735.4
Jan 2004,18-19/01/2004,MO 1.2m,14:20,1373.0
Jan 2004,18-19/01/2004,MO 1.2m,14:30,1848.0
Jan 2004,18-19/01/2004,MO 1.2m,14:40,1806.0
Jan 2004,18-19/01/2004,MO 1.2m,14:50,1849.0
Jan 2004,18-19/01/2004,MO 1.2m,15:00,1820.0
Jan 2004,18-19/01/2004,MO 1.2m,15:10,1266.0
Jan 2004,18-19/01/2004,MO 1.2m,15:20,1752.0
Jan 2004,18-19/01/2004,MO 1.2m,15:30,1745.0
Jan 2004,18-19/01/2004,MO 1.2m,15:40,1345.0
Jan 2004,18-19/01/2004,MO 1.2m,15:50,460.6
Jan 2004,18-19/01/2004,MO 1.2m,16:00,1383.0
Jan 2004,18-19/01/2004,MO 1.2m,16:10,1257.0
Jan 2004,18-19/01/2004,MO 1.2m,16:20,1185.0
Jan 2004,18-19/01/2004,MO 1.2m,16:30,875.9
Jan 2004,18-19/01/2004,MO 1.2m,16:40,709.4
Jan 2004,18-19/01/2004,MO 1.2m,16:50,796.5
Jan 2004,18-19/01/2004,MO 1.2m,17:00,489.4
Jan 2004,18-19/01/2004,MO 1.2m,17:10,474.4
Jan 2004,18-19/01/2004,MO 1.2m,17:20,380.7
Jan 2004,18-19/01/2004,MO 1.2m,17:30,244.8
Jan 2004,18-19/01/2004,MO 1.2m,17:40,229.5
Jan 2004,18-19/01/2004,MO 1.2m,17:50,220.7
Jan 2004,18-19/01/2004,MO 1.2m,18:00,190.0
Jan 2004,18-19/01/2004,MO 1.2m,18:10,151.6
Jan 2004,18-19/01/2004,MO 1.2m,18:20,138.2
Jan 2004,18-19/01/2004,MO 1.2m,18:30,102.7
Jan 2004,18-19/01/2004,MO 1.2m,18:40,82.36
Jan 2004,18-19/01/2004,MO 1.2m,18:50,63.44
Jan 2004,18-19/01/2004,MO 1.2m,19:00,49.95
Jan 2004,18-19/01/2004,MO 1.2m,19:10,16.46
Jan 2004,18-19/01/2004,MO 1.2m,19:20,2.972
Jan 2004,18-19/01/2004,MO 1.2m,5:30,0.98
Jan 2004,18-19/01/2004,MO 1.2m,5:40,4.379
Jan 2004,18-19/01/2004,MO 1.2m,5:50,8.778
Jan 2004,18-19/01/2004,MO 1.2m,6:00,9.177
Jan 2004,18-19/01/2004,MO 1.2m,6:10,31.39
Jan 2004,18-19/01/2004,MO 1.2m,6:20,44.76
Jan 2004,18-19/01/2004,MO 1.2m,6:30,111.3
Jan 2004,18-19/01/2004,MO 1.2m,6:40,104.1
Jan 2004,18-19/01/2004,MO 1.2m,6:50,123.9
Jan 2004,18-19/01/2004,MO 1.2m,7:00,159.8
Jan 2004,18-19/01/2004,MO 1.2m,7:10,132.6
Jan 2004,18-19/01/2004,MO 1.2m,7:20,152.3
Jan 2004,18-19/01/2004,MO 1.2m,7:30,188.6
Jan 2004,18-19/01/2004,MO 1.2m,7:40,198.2
Jan 2004,18-19/01/2004,MO 1.2m,7:50,225.0
Jan 2004,18-19/01/2004,MO 1.2m,8:00,213.8
Jan 2004,18-19/01/2004,MO 1.2m,8:10,203.6
Jan 2004,18-19/01/2004,MO 1.2m,8:20,281.6
Jan 2004,18-19/01/2004,MO 1.2m,8:30,303.8
Jan 2004,18-19/01/2004,MO 1.2m,8:40,401.8
Jan 2004,18-19/01/2004,MO 1.2m,8:50,498.5
Jan 2004,18-19/01/2004,MO 1.2m,9:00,435.2
Jan 2004,18-19/01/2004,MO 1.2m,9:10,526.8
Jan 2004,18-19/01/2004,MO 1.2m,9:20,451.9
Jan 2004,18-19/01/2004,MO 1.2m,9:30,448.1
Jan 2004,18-19/01/2004,MO 1.2m,9:40,491.0
Jan 2004,18-19/01/2004,MO 1.2m,9:50,513.3
Jan 2004,11-12/01/2004,MO 2m,10:00,1539.0
Jan 2004,11-12/01/2004,MO 2m,10:10,1604.0
Jan 2004,11-12/01/2004,MO 2m,10:20,1036.0
Jan 2004,11-12/01/2004,MO 2m,10:30,1564.0
Jan 2004,11-12/01/2004,MO 2m,10:40,1749.0
Jan 2004,11-12/01/2004,MO 2m,10:50,1695.0
Jan 2004,11-12/01/2004,MO 2m,11:00,1887.0
Jan 2004,11-12/01/2004,MO 2m,11:10,2018.0
Jan 2004,11-12/01/2004,MO 2m,11:20,1836.0
Jan 2004,11-12/01/2004,MO 2m,11:30,1574.0
Jan 2004,11-12/01/2004,MO 2m,11:40,1497.0
Jan 2004,11-12/01/2004,MO 2m,11:50,1459.0
Jan 2004,11-12/01/2004,MO 2m,12:00,492.6
Jan 2004,11-12/01/2004,MO 2m,12:10,1303.0
Jan 2004,11-12/01/2004,MO 2m,12:20,767.8
Jan 2004,11-12/01/2004,MO 2m,12:30,2072.0
Jan 2004,11-12/01/2004,MO 2m,12:40,1215.0
Jan 2004,11-12/01/2004,MO 2m,12:50,1347.0
Jan 2004,11-12/01/2004,MO 2m,13:00,759.7
Jan 2004,11-12/01/2004,MO 2m,13:10,825.6
Jan 2004,11-12/01/2004,MO 2m,13:20,971.0
Jan 2004,11-12/01/2004,MO 2m,13:30,1773.0
Jan 2004,11-12/01/2004,MO 2m,13:40,1505.0
Jan 2004,11-12/01/2004,MO 2m,13:50,1811.0
Jan 2004,11-12/01/2004,MO 2m,14:00,1196.0
Jan 2004,11-12/01/2004,MO 2m,14:10,1870.0
Jan 2004,11-12/01/2004,MO 2m,14:20,1766.0
Jan 2004,11-12/01/2004,MO 2m,14:30,1734.0
Jan 2004,11-12/01/2004,MO 2m,14:40,1880.0
Jan 2004,11-12/01/2004,MO 2m,14:50,948.1
Jan 2004,11-12/01/2004,MO 2m,15:00,925.5
Jan 2004,11-12/01/2004,MO 2m,15:10,1145.0
Jan 2004,11-12/01/2004,MO 2m,15:20,717.0
Jan 2004,11-12/01/2004,MO 2m,15:30,1729.0
Jan 2004,11-12/01/2004,MO 2m,15:40,1563.0
Jan 2004,11-12/01/2004,MO 2m,15:50,1367.0
Jan 2004,11-12/01/2004,MO 2m,16:00,1599.0
Jan 2004,11-12/01/2004,MO 2m,16:10,1125.0
Jan 2004,11-12/01/2004,MO 2m,16:20,1499.0
Jan 2004,11-12/01/2004,MO 2m,16:30,1355.0
Jan 2004,11-12/01/2004,MO 2m,16:40,1255.0
Jan 2004,11-12/01/2004,MO 2m,16:50,1159.0
Jan 2004,11-12/01/2004,MO 2m,17:00,1072.0
Jan 2004,11-12/01/2004,MO 2m,17:10,969.0
Jan 2004,11-12/01/2004,MO 2m,17:20,893.5
Jan 2004,11-12/01/2004,MO 2m,17:30,624.2
Jan 2004,11-12/01/2004,MO 2m,17:40,537.4
Jan 2004,11-12/01/2004,MO 2m,17:50,455.6
Jan 2004,11-12/01/2004,MO 2m,18:00,464.0
Jan 2004,11-12/01/2004,MO 2m,18:10,388.4
Jan 2004,11-12/01/2004,MO 2m,18:20,209.4
Jan 2004,11-12/01/2004,MO 2m,18:30,129.6
Jan 2004,11-12/01/2004,MO 2m,18:40,81.9
Jan 2004,11-12/01/2004,MO 2m,18:50,69.6
Jan 2004,11-12/01/2004,MO 2m,19:00,47.47
Jan 2004,11-12/01/2004,MO 2m,19:10,25.34
Jan 2004,11-12/01/2004,MO 2m,19:20,4.39
Jan 2004,11-12/01/2004,MO 2m,5:30,1.489
Jan 2004,11-12/01/2004,MO 2m,5:40,8.217
Jan 2004,11-12/01/2004,MO 2m,5:50,10.55
Jan 2004,11-12/01/2004,MO 2m,6:00,15.3
Jan 2004,11-12/01/2004,MO 2m,6:10,30.52
Jan 2004,11-12/01/2004,MO 2m,6:20,40.11
Jan 2004,11-12/01/2004,MO 2m,6:30,53.01
Jan 2004,11-12/01/2004,MO 2m,6:40,85.4
Jan 2004,11-12/01/2004,MO 2m,6:50,158.1
Jan 2004,11-12/01/2004,MO 2m,7:00,263.4
Jan 2004,11-12/01/2004,MO 2m,7:10,391.3
Jan 2004,11-12/01/2004,MO 2m,7:20,462.4
Jan 2004,11-12/01/2004,MO 2m,7:30,537.8
Jan 2004,11-12/01/2004,MO 2m,7:40,622.6
Jan 2004,11-12/01/2004,MO 2m,7:50,703.4
Jan 2004,11-12/01/2004,MO 2m,8:00,768.0
Jan 2004,11-12/01/2004,MO 2m,8:10,752.8
Jan 2004,11-12/01/2004,MO 2m,8:20,871.8
Jan 2004,11-12/01/2004,MO 2m,8:30,992.8
Jan 2004,11-12/01/2004,MO 2m,8:40,1072.0
Jan 2004,11-12/01/2004,MO 2m,8:50,1135.0
Jan 2004,11-12/01/2004,MO 2m,9:00,1211.0
Jan 2004,11-12/01/2004,MO 2m,9:10,1265.0
Jan 2004,11-12/01/2004,MO 2m,9:20,1303.0
Jan 2004,11-12/01/2004,MO 2m,9:30,1368.0
Jan 2004,11-12/01/2004,MO 2m,9:40,1394.0
Jan 2004,11-12/01/2004,MO 2m,9:50,1501.0
Jan 2004,17-18/01/2004,MO 2m,10:00,1532.0
Jan 2004,17-18/01/2004,MO 2m,10:10,1545.0
Jan 2004,17-18/01/2004,MO 2m,10:20,1626.0
Jan 2004,17-18/01/2004,MO 2m,10:30,1627.0
Jan 2004,17-18/01/2004,MO 2m,10:40,1728.0
Jan 2004,17-18/01/2004,MO 2m,10:50,1747.0
Jan 2004,17-18/01/2004,MO 2m,11:00,1779.0
Jan 2004,17-18/01/2004,MO 2m,11:10,1809.0
Jan 2004,17-18/01/2004,MO 2m,11:20,1841.0
Jan 2004,17-18/01/2004,MO 2m,11:30,1862.0
Jan 2004,17-18/01/2004,MO 2m,11:40,1877.0
Jan 2004,17-18/01/2004,MO 2m,11:50,1879.0
Jan 2004,17-18/01/2004,MO 2m,12:00,1924.0
Jan 2004,17-18/01/2004,MO 2m,12:10,1935.0
Jan 2004,17-18/01/2004,MO 2m,12:20,1941.0
Jan 2004,17-18/01/2004,MO 2m,12:30,1952.0
Jan 2004,17-18/01/2004,MO 2m,12:40,1967.0
Jan 2004,17-18/01/2004,MO 2m,12:50,1960.0
Jan 2004,17-18/01/2004,MO 2m,13:00,1796.0
Jan 2004,17-18/01/2004,MO 2m,13:10,1754.0
Jan 2004,17-18/01/2004,MO 2m,13:20,2157.0
Jan 2004,17-18/01/2004,MO 2m,13:30,1826.0
Jan 2004,17-18/01/2004,MO 2m,13:40,1476.0
Jan 2004,17-18/01/2004,MO 2m,13:50,1679.0
Jan 2004,17-18/01/2004,MO 2m,14:00,1747.0
Jan 2004,17-18/01/2004,MO 2m,14:10,1358.0
Jan 2004,17-18/01/2004,MO 2m,14:20,653.4
Jan 2004,17-18/01/2004,MO 2m,14:30,601.1
Jan 2004,17-18/01/2004,MO 2m,14:40,1482.0
Jan 2004,17-18/01/2004,MO 2m,14:50,1896.0
Jan 2004,17-18/01/2004,MO 2m,15:00,1821.0
Jan 2004,17-18/01/2004,MO 2m,15:10,1538.0
Jan 2004,17-18/01/2004,MO 2m,15:20,1507.0
Jan 2004,17-18/01/2004,MO 2m,15:30,1508.0
Jan 2004,17-18/01/2004,MO 2m,15:40,1510.0
Jan 2004,17-18/01/2004,MO 2m,15:50,1429.0
